source_form,reading_date,week_id,meter_id,b_code,subb_code,building_name,raw_reading,raw_unit,normalized_kwh,usage_kwh,reader,note
forms/2025-W01.csv,2025-01-03,2025-W01,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7891.0,kWh,7891.0,0,,
forms/2025-W02.csv,2025-01-10,2025-W02,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7891.0,kWh,7891.0,0,,
forms/2025-W03.csv,2025-01-17,2025-W03,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7894.0,kWh,7894.0,3.0,,
forms/2025-W04.csv,2025-01-24,2025-W04,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7897.0,kWh,7897.0,3.0,,
forms/2025-W05.csv,2025-01-31,2025-W05,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7901.0,kWh,7901.0,4.0,,
forms/2025-W06.csv,2025-02-07,2025-W06,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7903.0,kWh,7903.0,2.0,,
forms/2025-W07.csv,2025-02-14,2025-W07,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7903.0,kWh,7903.0,0,,
forms/2025-W08.csv,2025-02-21,2025-W08,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7905.0,kWh,7905.0,2.0,,
forms/2025-W09.csv,2025-02-28,2025-W09,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7906.0,kWh,7906.0,1.0,,
forms/2025-W10.csv,2025-03-07,2025-W10,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7908.0,kWh,7908.0,2.0,,
forms/2025-W11.csv,2025-03-14,2025-W11,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7911.0,kWh,7911.0,3.0,,
forms/2025-W12.csv,2025-03-21,2025-W12,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7915.0,kWh,7915.0,4.0,,
forms/2025-W13.csv,2025-03-28,2025-W13,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7919.0,kWh,7919.0,4.0,,
forms/2025-W14.csv,2025-04-04,2025-W14,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7922.0,kWh,7922.0,3.0,,
forms/2025-W15.csv,2025-04-11,2025-W15,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7925.0,kWh,7925.0,3.0,,
forms/2025-W16.csv,2025-04-18,2025-W16,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7927.0,kWh,7927.0,2.0,,
forms/2025-W17.csv,2025-04-25,2025-W17,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7931.0,kWh,7931.0,4.0,,
forms/2025-W18.csv,2025-05-02,2025-W18,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7939.0,kWh,7939.0,8.0,,
forms/2025-W19.csv,2025-05-09,2025-W19,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7943.0,kWh,7943.0,4.0,,
forms/2025-W20.csv,2025-05-16,2025-W20,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7947.0,kWh,7947.0,4.0,,
forms/2025-W21.csv,2025-05-23,2025-W21,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7951.0,kWh,7951.0,4.0,,
forms/2025-W22.csv,2025-05-30,2025-W22,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7953.0,kWh,7953.0,2.0,,
forms/2025-W23.csv,2025-06-06,2025-W23,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7955.0,kWh,7955.0,2.0,,
forms/2025-W24.csv,2025-06-13,2025-W24,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7957.0,kWh,7957.0,2.0,,
forms/2025-W25.csv,2025-06-20,2025-W25,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7960.0,kWh,7960.0,3.0,,
forms/2025-W26.csv,2025-06-27,2025-W26,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7962.0,kWh,7962.0,2.0,,
forms/2025-W27.csv,2025-07-04,2025-W27,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7965.0,kWh,7965.0,3.0,,
forms/2025-W28.csv,2025-07-11,2025-W28,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7965.0,kWh,7965.0,0,,
forms/2025-W29.csv,2025-07-18,2025-W29,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7967.0,kWh,7967.0,2.0,,
forms/2025-W30.csv,2025-07-25,2025-W30,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7969.0,kWh,7969.0,2.0,,
forms/2025-W31.csv,2025-08-01,2025-W31,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7971.0,kWh,7971.0,2.0,,
forms/2025-W32.csv,2025-08-08,2025-W32,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7973.0,kWh,7973.0,2.0,,
forms/2025-W33.csv,2025-08-15,2025-W33,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7975.0,kWh,7975.0,2.0,,
forms/2025-W34.csv,2025-08-22,2025-W34,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7977.0,kWh,7977.0,2.0,,
forms/2025-W35.csv,2025-08-29,2025-W35,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7979.0,kWh,7979.0,2.0,,
forms/2025-W36.csv,2025-09-05,2025-W36,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7983.0,kWh,7983.0,4.0,,
forms/2025-W37.csv,2025-09-12,2025-W37,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7986.0,kWh,7986.0,3.0,,
forms/2025-W38.csv,2025-09-19,2025-W38,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7987.0,kWh,7987.0,1.0,,
forms/2025-W39.csv,2025-09-26,2025-W39,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7989.0,kWh,7989.0,2.0,,
forms/2025-W40.csv,2025-10-03,2025-W40,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7991.0,kWh,7991.0,2.0,,
forms/2025-W41.csv,2025-10-10,2025-W41,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7993.0,kWh,7993.0,2.0,,
forms/2025-W42.csv,2025-10-17,2025-W42,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7995.0,kWh,7995.0,2.0,,
forms/2025-W43.csv,2025-10-24,2025-W43,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7996.0,kWh,7996.0,1.0,,
forms/2025-W44.csv,2025-10-31,2025-W44,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7996.0,kWh,7996.0,0,,
forms/2025-W45.csv,2025-11-07,2025-W45,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7997.0,kWh,7997.0,1.0,,
forms/2025-W46.csv,2025-11-14,2025-W46,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7998.0,kWh,7998.0,1.0,,
forms/2025-W47.csv,2025-11-21,2025-W47,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7999.0,kWh,7999.0,1.0,,
forms/2025-W48.csv,2025-11-28,2025-W48,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,7999.0,kWh,7999.0,0,,
forms/2025-W49.csv,2025-12-05,2025-W49,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,8000.0,kWh,8000.0,1.0,,
forms/2025-W50.csv,2025-12-12,2025-W50,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,8001.0,kWh,8001.0,1.0,,
forms/2025-W51.csv,2025-12-19,2025-W51,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,8003.0,kWh,8003.0,2.0,,
forms/2025-W52.csv,2025-12-26,2025-W52,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,8006.0,kWh,8006.0,3.0,,
forms/2026-W01.csv,2026-01-02,2026-W01,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,8006.0,kWh,8006.0,0,,
forms/2026-W02.csv,2026-01-09,2026-W02,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,8010.0,kWh,8010.0,4.0,,
forms/2026-W03.csv,2026-01-16,2026-W03,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,8012.0,kWh,8012.0,2.0,,
forms/2026-W04.csv,2026-01-23,2026-W04,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,8015.0,kWh,8015.0,3.0,,
forms/2026-W05.csv,2026-01-30,2026-W05,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,8017.0,kWh,8017.0,2.0,,
forms/2026-W06.csv,2026-02-06,2026-W06,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,8019.0,kWh,8019.0,2.0,,
forms/2026-W07.csv,2026-02-13,2026-W07,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,8021.0,kWh,8021.0,2.0,,
forms/2026-W08.csv,2026-02-20,2026-W08,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,8022.0,kWh,8022.0,1.0,,
forms/2026-W09.csv,2026-02-27,2026-W09,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,8023.0,kWh,8023.0,1.0,,
forms/2026-W10.csv,2026-03-06,2026-W10,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,8026.0,kWh,8026.0,3.0,,
forms/2026-W11.csv,2026-03-13,2026-W11,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,8029.0,kWh,8029.0,3.0,,
forms/2026-W12.csv,2026-03-20,2026-W12,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,8031.0,kWh,8031.0,2.0,,
forms/2026-W13.csv,2026-03-27,2026-W13,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,8032.0,kWh,8032.0,1.0,,
forms/2026-W14.csv,2026-04-03,2026-W14,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,8034.0,kWh,8034.0,2.0,,
forms/2026-W15.csv,2026-04-10,2026-W15,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,8037.0,kWh,8037.0,3.0,,
forms/2026-W16.csv,2026-04-17,2026-W16,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,8039.0,kWh,8039.0,2.0,,
forms/2026-W17.csv,2026-04-24,2026-W17,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,8041.0,kWh,8041.0,2.0,,
forms/2026-W18.csv,2026-05-01,2026-W18,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,8046.0,kWh,8046.0,5.0,,
forms/2026-W19.csv,2026-05-08,2026-W19,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,8048.0,kWh,8048.0,2.0,,
forms/2026-W20.csv,2026-05-15,2026-W20,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,8051.0,kWh,8051.0,3.0,,
forms/2026-W21.csv,2026-05-22,2026-W21,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,8053.0,kWh,8053.0,2.0,,
forms/2026-W22.csv,2026-05-29,2026-W22,B.0001__FL01__MDB,B.0001,MDB,บ.0001 อาคาร แฟลต อบค.,8056.0,kWh,8056.0,3.0,,
forms/2025-W01.csv,2025-01-03,2025-W01,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W02.csv,2025-01-10,2025-W02,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W03.csv,2025-01-17,2025-W03,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W04.csv,2025-01-24,2025-W04,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W05.csv,2025-01-31,2025-W05,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W06.csv,2025-02-07,2025-W06,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W07.csv,2025-02-14,2025-W07,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W08.csv,2025-02-21,2025-W08,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W09.csv,2025-02-28,2025-W09,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W10.csv,2025-03-07,2025-W10,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W11.csv,2025-03-14,2025-W11,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W12.csv,2025-03-21,2025-W12,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W13.csv,2025-03-28,2025-W13,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W14.csv,2025-04-04,2025-W14,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W15.csv,2025-04-11,2025-W15,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W16.csv,2025-04-18,2025-W16,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W17.csv,2025-04-25,2025-W17,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W18.csv,2025-05-02,2025-W18,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W19.csv,2025-05-09,2025-W19,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W20.csv,2025-05-16,2025-W20,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W21.csv,2025-05-23,2025-W21,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W22.csv,2025-05-30,2025-W22,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W23.csv,2025-06-06,2025-W23,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W24.csv,2025-06-13,2025-W24,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W25.csv,2025-06-20,2025-W25,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W26.csv,2025-06-27,2025-W26,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W27.csv,2025-07-04,2025-W27,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W28.csv,2025-07-11,2025-W28,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W29.csv,2025-07-18,2025-W29,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W30.csv,2025-07-25,2025-W30,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W31.csv,2025-08-01,2025-W31,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W32.csv,2025-08-08,2025-W32,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W33.csv,2025-08-15,2025-W33,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W34.csv,2025-08-22,2025-W34,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W35.csv,2025-08-29,2025-W35,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W36.csv,2025-09-05,2025-W36,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W37.csv,2025-09-12,2025-W37,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W38.csv,2025-09-19,2025-W38,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W39.csv,2025-09-26,2025-W39,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W40.csv,2025-10-03,2025-W40,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W41.csv,2025-10-10,2025-W41,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W42.csv,2025-10-17,2025-W42,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W43.csv,2025-10-24,2025-W43,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W44.csv,2025-10-31,2025-W44,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W45.csv,2025-11-07,2025-W45,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W46.csv,2025-11-14,2025-W46,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W47.csv,2025-11-21,2025-W47,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W48.csv,2025-11-28,2025-W48,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W49.csv,2025-12-05,2025-W49,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W50.csv,2025-12-12,2025-W50,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W51.csv,2025-12-19,2025-W51,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W52.csv,2025-12-26,2025-W52,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2026-W01.csv,2026-01-02,2026-W01,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2026-W02.csv,2026-01-09,2026-W02,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2026-W03.csv,2026-01-16,2026-W03,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2026-W04.csv,2026-01-23,2026-W04,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2026-W05.csv,2026-01-30,2026-W05,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2026-W06.csv,2026-02-06,2026-W06,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2026-W07.csv,2026-02-13,2026-W07,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2026-W08.csv,2026-02-20,2026-W08,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2026-W09.csv,2026-02-27,2026-W09,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2026-W10.csv,2026-03-06,2026-W10,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2026-W11.csv,2026-03-13,2026-W11,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2026-W12.csv,2026-03-20,2026-W12,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2026-W13.csv,2026-03-27,2026-W13,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2026-W14.csv,2026-04-03,2026-W14,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26468.0,kWh,26468000.0,26441136.0,,
forms/2026-W15.csv,2026-04-10,2026-W15,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,26864.0,,
forms/2026-W16.csv,2026-04-17,2026-W16,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2026-W17.csv,2026-04-24,2026-W17,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2026-W18.csv,2026-05-01,2026-W18,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,,kWh,26864.0,0,,
forms/2026-W19.csv,2026-05-08,2026-W19,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2026-W20.csv,2026-05-15,2026-W20,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,,kWh,26864.0,0,,
forms/2026-W21.csv,2026-05-22,2026-W21,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2026-W22.csv,2026-05-29,2026-W22,D.0015__FL01__MDB,D.0015,MDB,ต.0015 อาคารโรงซ่อมเครื่องกล อสร.,26864.0,kWh,26864.0,0,,
forms/2025-W01.csv,2025-01-03,2025-W01,D.0017__FL01__MDB,D.0017,MDB,ต.0017 อาคาร โรงอาหาร,,kWh,,0,,
forms/2025-W02.csv,2025-01-10,2025-W02,D.0017__FL01__MDB,D.0017,MDB,ต.0017 อาคาร โรงอาหาร,,kWh,,0,,
forms/2025-W03.csv,2025-01-17,2025-W03,D.0017__FL01__MDB,D.0017,MDB,ต.0017 อาคาร โรงอาหาร,,kWh,,0,,
forms/2025-W04.csv,2025-01-24,2025-W04,D.0017__FL01__MDB,D.0017,MDB,ต.0017 อาคาร โรงอาหาร,,kWh,,0,,
forms/2025-W05.csv,2025-01-31,2025-W05,D.0017__FL01__MDB,D.0017,MDB,ต.0017 อาคาร โรงอาหาร,,kWh,,0,,
