reading_date,week_id,sort_order,meter_id,b_code,floor,subb_code,building_name,raw_reading,raw_unit,reader,note
26/06/2026,2026-W26,1,EGAT__FL01__Main,EGAT,FL01,Main11,มิเตอร์รวมทั้งหมด,,kWh,,
26/06/2026,2026-W26,2,EGAT__FL01__Main2,EGAT,FL01,Main21,มิเตอร์รวม เฟส 1,,kWh,,
26/06/2026,2026-W26,3,T.0006__FL01__MDB,T.0006,FL01,MDB,ท.0006 อาคาร บริหารอะไหล่กังหันก๊าซ1 อรอ.,14.630683,MWh,นันทวัฒ,
26/06/2026,2026-W26,4,T.0007__FL01__MDB,T.0007,FL01,MDB,ท.0007 อาคาร กองบริหาร ชธธ.,23380.66,kWh,,
26/06/2026,2026-W26,5,T.0008__FL01__MDB,T.0008,FL01,MDB,ท.0008 อาคาร บริหารอะไหล่กังหันก๊าซ2 อรอ.,3268.18,kWh,,
26/06/2026,2026-W26,6,T.0009__FL01__MDB,T.0009,FL01,MDB,ท.0009 อาคาร ปฏิบัติการพิเศษ,,kWh,,
26/06/2026,2026-W26,7,T.0010__FL01__MDB,T.0010,FL01,MDB,ท.0010 อาคาร ทดสอบเครื่องกล อรอ.,87285.93,kWh,,
26/06/2026,2026-W26,8,T.0011__FL01__MDB,T.0011,FL01,MDB,ท.0011 อาคาร เครื่องมือ อบค.,4686.08,kWh,,
26/06/2026,2026-W26,9,T.0012__FL01__MDB,T.0012,FL01,MDB,ท.0012 อาคาร บำรุงรักษาเครื่องกล อบค.,339639.61,kWh,,
26/06/2026,2026-W26,10,D.0026__FL01__MDB,D.0026,FL01,MDB,ต.0026 อาคารระบบประปา,10376.17,kWh,นันทวัฒ,
26/06/2026,2026-W26,11,D.0017__FL01__MDB,D.0017,FL01,MDB,ต.0017 อาคาร โรงอาหาร,10372.94,kWh,,
26/06/2026,2026-W26,12,D.0017__FL01__ร้านค้า_1,D.0017,FL01,ร้านค้า 1,ต.0017 ร้านอาหาร 1 (จ๊ายตี๋),9871,kWh,นันทวัฒ,
26/06/2026,2026-W26,13,D.0017__FL01__ร้านค้า_2,D.0017,FL01,ร้านค้า 2,ต.0017 ร้านอาหาร 2 (ก๋วยเตี๋ยวสะบัดเส้น),5438,kWh,นันทวัฒ,
26/06/2026,2026-W26,14,D.0017__FL01__ร้านค้า_3,D.0017,FL01,ร้านค้า 3,ต.0017 ร้านอาหาร 3 (ร้านอาหารไม่ปิด),,kWh,,
26/06/2026,2026-W26,15,D.0017__FL01__ร้านค้า_4,D.0017,FL01,ร้านค้า 4,ต.0017 ตู้ ATM ธนาคารกรุงไทย,2321,kWh,นันทวัฒ,
26/06/2026,2026-W26,16,D.0017__FL01__ร้านค้า_5,D.0017,FL01,ร้านค้า 5,ต.0017 ร้านกาแฟ ใหม่,1905,kWh,นันทวัฒ,
26/06/2026,2026-W26,17,T.0014__FL01__MDB,T.0014,FL01,MDB,ท.0014 อาคาร ปฏิบัติการฝ่ายบำรุงรักษาไฟฟ้าและโยธา,432692.95,kWh,,
26/06/2026,2026-W26,18,T.0015__FL01__MDB,T.0015,FL01,MDB,ท.0015 อาคาศูนย์ปฏิบัติการทดสอบเคมี 2,616988.19,kWh,,
26/06/2026,2026-W26,19,T.0016__FL01__MDB,T.0016,FL01,MDB,ท.0016 อาคารปฏิบัติการเคมี 1 อคม.,423218.48,kWh,,
26/06/2026,2026-W26,20,T.0017__FL01__MDB,T.0017,FL01,MDB,ท.0017 อาคาร ศูนย์พัฒนางานเชื่อมและทดสอบฝีมือช่างเชื่อมสากล,344262.91,kWh,,
26/06/2026,2026-W26,21,T.0018__FL01__MDB,T.0018,FL01,MDB,ท.0018 อาคารศูนย์มาตรวิทยาและสอบเทียบเครื่องมือวัด,338723.82,kWh,,
26/06/2026,2026-W26,22,D.0019__FL01__MDB,D.0019,FL01,MDB,ต.0019 อาคารนันทนาการพร้อมอาคารจอดรถ,230086.31,kWh,,
26/06/2026,2026-W26,23,D.0019__FL01__ร้านค้า_1,D.0019,FL01,ร้านค้า 1,ต.0019 ร้านอาหาร 4 (ครัวเทคแคร์),7845,kWh,แสนคม,
26/06/2026,2026-W26,24,D.0019__FL01__ร้านค้า_2,D.0019,FL01,ร้านค้า 2,ต.0019 ร้านอาหาร 5 (ตี๋ใหญ่ข้าวมันไก่),5760,kWh,แสนคม,
